PLoS ONE,398
PLOS ONE,334
PLoS Medicine,42
PLoS Pathogens,13
PLOS Medicine,11
PLOS Pathogens,5
PLOS Genetics,5
PLoS Genetics,5
PLOS Biology,5
PLoS Biology,2
PLOS Neglected Tropical Diseases,1
PLoS Computational Biology,1
